pathway.id	pathway.name	source	dest	subtype
hsa04060	Cytokine-cytokine receptor interaction	TNFSF10	TNFRSF10B	activation
hsa04060	Cytokine-cytokine receptor interaction	TNFSF10	TNFRSF10A	activation
hsa04060	Cytokine-cytokine receptor interaction	TNFSF10	TNFRSF10C	activation
hsa04060	Cytokine-cytokine receptor interaction	TNFSF10	TNFRSF10D	activation
hsa04060	Cytokine-cytokine receptor interaction	TNFSF15	TNFRSF6B	activation
hsa04060	Cytokine-cytokine receptor interaction	TNFSF15	TNFRSF25	activation
hsa04060	Cytokine-cytokine receptor interaction	TNF	TNFRSF1A	activation
hsa04060	Cytokine-cytokine receptor interaction	TNF	TNFRSF1B	activation
hsa04060	Cytokine-cytokine receptor interaction	CXCL1	CXCR1	activation
hsa04060	Cytokine-cytokine receptor interaction	CXCL1	CXCR2	activation
hsa04060	Cytokine-cytokine receptor interaction	CXCL2	CXCR1	activation
hsa04060	Cytokine-cytokine receptor interaction	CXCL2	CXCR2	activation
hsa04060	Cytokine-cytokine receptor interaction	CXCL3	CXCR1	activation
hsa04060	Cytokine-cytokine receptor interaction	CXCL3	CXCR2	activation
hsa04060	Cytokine-cytokine receptor interaction	TNFSF11	TNFRSF11B	activation
hsa04060	Cytokine-cytokine receptor interaction	TNFSF11	TNFRSF11A	activation
hsa04060	Cytokine-cytokine receptor interaction	IL17F	IL17RA	activation
hsa04060	Cytokine-cytokine receptor interaction	IL17F	IL17RC	activation
hsa04060	Cytokine-cytokine receptor interaction	IL17C	IL17RE	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL4L1	CCR5	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL4	CCR5	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL4L2	CCR5	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL3L3	CCR5	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL3L3	CCR1	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL3	CCR5	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL3	CCR1	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL3L1	CCR5	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL3L1	CCR1	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL21	ACKR4	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL21	CCR7	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL19	ACKR4	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL19	CCR7	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL26	CCR3	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL24	CCR3	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL11	CCR3	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL16	CCR1	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL14	CCR1	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL7	CCR1	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL7	CCR3	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL7	CCR2	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL27	CCR2	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL27	CCR3	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL27	CCR10	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL28	CCR3	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL28	CCR10	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL1	CCR8	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL1	ACKR4	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL25	CCR9	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL25	ACKR4	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL2	CCR2	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL22	CCR4	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL17	CCR4	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL5	CCR4	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL5	CCR5	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL5	CCR3	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL5	CCR1	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL8	CCR5	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL8	ACKR4	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL8	CCR2	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL8	CCR1	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL13	CCR1	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL13	CCR3	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL13	ACKR4	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL13	CCR2	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL15	CCR1	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL15	CCR3	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL23	CCR1	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL23	CCR3	activation
hsa04060	Cytokine-cytokine receptor interaction	CCL20	CCR6	activation
hsa04060	Cytokine-cytokine receptor interaction	IL27	IL27RA	activation
hsa04060	Cytokine-cytokine receptor interaction	IL27	IL6ST	activation
hsa04060	Cytokine-cytokine receptor interaction	IL31	IL31RA	activation
hsa04060	Cytokine-cytokine receptor interaction	IL31	OSMR	activation
hsa04060	Cytokine-cytokine receptor interaction	IL1RN	IL1R2	activation
hsa04060	Cytokine-cytokine receptor interaction	IL1RN	IL1RAP	inhibition
hsa04060	Cytokine-cytokine receptor interaction	IL1RN	IL1R1	inhibition
hsa04060	Cytokine-cytokine receptor interaction	IL36RN	IL1RAP	activation
hsa04060	Cytokine-cytokine receptor interaction	IL36RN	IL1RL2	activation
hsa04060	Cytokine-cytokine receptor interaction	IL36A	IL1RAP	activation
hsa04060	Cytokine-cytokine receptor interaction	IL36A	IL1RL2	activation
hsa04060	Cytokine-cytokine receptor interaction	IL37	IL18RAP	activation
hsa04060	Cytokine-cytokine receptor interaction	IL37	IL18R1	activation
hsa04060	Cytokine-cytokine receptor interaction	IL36B	IL1RAP	activation
hsa04060	Cytokine-cytokine receptor interaction	IL36B	IL1RL2	activation
hsa04060	Cytokine-cytokine receptor interaction	IL36G	IL1RAP	activation
hsa04060	Cytokine-cytokine receptor interaction	IL36G	IL1RL2	activation
hsa04060	Cytokine-cytokine receptor interaction	IL1F10	IL1RAP	activation
hsa04060	Cytokine-cytokine receptor interaction	IL1F10	IL1RL2	activation
hsa04060	Cytokine-cytokine receptor interaction	IL33	IL1RL1	activation
hsa04060	Cytokine-cytokine receptor interaction	IL33	IL1RAP	activation
hsa04060	Cytokine-cytokine receptor interaction	IL16	CD4	activation
hsa04060	Cytokine-cytokine receptor interaction	IL34	CSF1R	activation
hsa04060	Cytokine-cytokine receptor interaction	CSF1	CSF1R	activation
hsa04060	Cytokine-cytokine receptor interaction	NGF	NGFR	activation
hsa04060	Cytokine-cytokine receptor interaction	MSTN	TGFBR1	activation
hsa04060	Cytokine-cytokine receptor interaction	MSTN	ACVR2B	activation
hsa04060	Cytokine-cytokine receptor interaction	MSTN	ACVR1B	activation
hsa04060	Cytokine-cytokine receptor interaction	BMP4	BMPR1A	activation
hsa04060	Cytokine-cytokine receptor interaction	BMP4	ACVR2A	activation
hsa04060	Cytokine-cytokine receptor interaction	BMP4	ACVR2B	activation
hsa04060	Cytokine-cytokine receptor interaction	BMP4	BMPR2	activation
hsa04060	Cytokine-cytokine receptor interaction	BMP4	BMPR1B	activation
hsa04060	Cytokine-cytokine receptor interaction	GDF6	BMPR1A	activation
hsa04060	Cytokine-cytokine receptor interaction	GDF6	ACVR2A	activation
hsa04060	Cytokine-cytokine receptor interaction	GDF6	ACVR2B	activation
hsa04060	Cytokine-cytokine receptor interaction	GDF6	BMPR2	activation
hsa04060	Cytokine-cytokine receptor interaction	GDF6	BMPR1B	activation
hsa04060	Cytokine-cytokine receptor interaction	GDF7	BMPR1A	activation
hsa04060	Cytokine-cytokine receptor interaction	GDF7	ACVR2A	activation
hsa04060	Cytokine-cytokine receptor interaction	GDF7	ACVR2B	activation
hsa04060	Cytokine-cytokine receptor interaction	GDF7	BMPR2	activation
hsa04060	Cytokine-cytokine receptor interaction	GDF7	BMPR1B	activation
hsa04060	Cytokine-cytokine receptor interaction	BMP5	ACVR2A	activation
hsa04060	Cytokine-cytokine receptor interaction	BMP5	ACVR1	activation
hsa04060	Cytokine-cytokine receptor interaction	BMP5	ACVR2B	activation
hsa04060	Cytokine-cytokine receptor interaction	BMP5	BMPR2	activation
hsa04060	Cytokine-cytokine receptor interaction	BMP5	BMPR1A	activation
hsa04060	Cytokine-cytokine receptor interaction	BMP5	BMPR1B	activation
hsa04060	Cytokine-cytokine receptor interaction	BMP6	ACVR2A	activation
hsa04060	Cytokine-cytokine receptor interaction	BMP6	ACVR1	activation
hsa04060	Cytokine-cytokine receptor interaction	BMP6	ACVR2B	activation
hsa04060	Cytokine-cytokine receptor interaction	BMP6	BMPR2	activation
hsa04060	Cytokine-cytokine receptor interaction	BMP6	BMPR1A	activation
hsa04060	Cytokine-cytokine receptor interaction	BMP6	BMPR1B	activation
hsa04060	Cytokine-cytokine receptor interaction	BMP8A	ACVR2A	activation
hsa04060	Cytokine-cytokine receptor interaction	BMP8A	ACVR1	activation
hsa04060	Cytokine-cytokine receptor interaction	BMP8A	ACVR2B	activation
hsa04060	Cytokine-cytokine receptor interaction	BMP8A	BMPR2	activation
hsa04060	Cytokine-cytokine receptor interaction	BMP8A	BMPR1A	activation
hsa04060	Cytokine-cytokine receptor interaction	BMP8A	BMPR1B	activation
hsa04060	Cytokine-cytokine receptor interaction	BMP8B	ACVR2A	activation
hsa04060	Cytokine-cytokine receptor interaction	BMP8B	ACVR1	activation
hsa04060	Cytokine-cytokine receptor interaction	BMP8B	ACVR2B	activation
hsa04060	Cytokine-cytokine receptor interaction	BMP8B	BMPR2	activation
hsa04060	Cytokine-cytokine receptor interaction	BMP8B	BMPR1A	activation
hsa04060	Cytokine-cytokine receptor interaction	BMP8B	BMPR1B	activation
hsa04060	Cytokine-cytokine receptor interaction	BMP15	BMPR2	activation
hsa04060	Cytokine-cytokine receptor interaction	BMP15	BMPR1B	activation
hsa04060	Cytokine-cytokine receptor interaction	LEP	LEPR	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL3L3	CCR1	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL3L3	CCR5	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL3	CCR1	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL3	CCR5	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL3L1	CCR1	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL3L1	CCR5	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL5	CCR1	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL5	CCR3	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL5	CCR4	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL5	CCR5	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL7	CCR1	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL7	CCR2	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL7	CCR3	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL8	CCR1	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL8	CCR2	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL8	CCR5	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL13	CCR1	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL13	CCR2	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL13	CCR3	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL14	CCR1	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL15	CCR1	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL15	CCR3	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL16	CCR1	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL23	CCR1	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL23	CCR3	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL27	CCR2	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL27	CCR3	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL27	CCR10	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL2	CCR2	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL26	CCR3	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL28	CCR3	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL28	CCR10	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL11	CCR3	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL24	CCR3	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL17	CCR4	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL22	CCR4	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL4L1	CCR5	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL4	CCR5	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL4L2	CCR5	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL20	CCR6	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL1	CCR8	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL25	CCR9	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL25	ACKR4	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL19	CCR7	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL19	ACKR4	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL21	CCR7	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CCL21	ACKR4	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CX3CL1	CX3CR1	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CXCL1	CXCR1	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CXCL1	CXCR2	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CXCL2	CXCR1	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CXCL2	CXCR2	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CXCL3	CXCR1	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CXCL3	CXCR2	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CXCL8	CXCR1	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CXCL8	CXCR2	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CXCL6	CXCR1	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CXCL6	CXCR2	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CXCL5	CXCR1	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CXCL5	CXCR2	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	PPBP	CXCR2	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CXCL13	CXCR3	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CXCL13	CXCR5	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CXCL10	CXCR3	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CXCL9	CXCR3	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	PF4	CXCR3	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	PF4V1	CXCR3	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CXCL11	CXCR3	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CXCL12	ACKR3	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CXCL12	CXCR4	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	XCL1	XCR1	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	XCL2	XCR1	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	IL10	IL10RB	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	IL10	IL10RA	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	IL6	IL6R	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	IL2	IL2RG	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	IL2	IL2RB	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	IL2	IL2RA	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	IL37	IL18RAP	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	IL37	IL18R1	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	IL18	IL18RAP	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	IL18	IL18R1	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	IL24	IL20RB	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	IL24	IL20RA	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	IL24	IL22RA1	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	IL19	IL20RB	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	IL19	IL20RA	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	IL20	IL20RB	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	IL20	IL20RA	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	IL20	IL22RA1	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	IL34	CSF1R	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	CSF1	CSF1R	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	TNFSF14	LTBR	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	TNFSF14	TNFRSF14	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	LTA	TNFRSF1A	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	LTA	LTBR	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	LTA	TNFRSF1B	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	LTA	TNFRSF14	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	TNF	TNFRSF1A	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	TNF	TNFRSF1B	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	TNFSF10	TNFRSF10B	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	TNFSF10	TNFRSF10A	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	TNFSF10	TNFRSF10D	activation
hsa04061	Viral protein interaction with cytokine and cytokine receptor	TNFSF10	TNFRSF10C	activation
hsa04062	Chemokine signaling pathway	CXCR6	JAK2	activation
hsa04062	Chemokine signaling pathway	CXCR6	JAK3	activation
hsa04062	Chemokine signaling pathway	CXCR6	GNAI1	activation
hsa04062	Chemokine signaling pathway	CXCR6	GNAI2	activation
hsa04062	Chemokine signaling pathway	CXCR6	GNAI3	activation
hsa04062	Chemokine signaling pathway	CCR9	JAK2	activation
hsa04062	Chemokine signaling pathway	CCR9	JAK3	activation
hsa04062	Chemokine signaling pathway	CCR9	GNAI1	activation
hsa04062	Chemokine signaling pathway	CCR9	GNAI2	activation
hsa04062	Chemokine signaling pathway	CCR9	GNAI3	activation
hsa04062	Chemokine signaling pathway	CCR1	JAK2	activation
hsa04062	Chemokine signaling pathway	CCR1	JAK3	activation
hsa04062	Chemokine signaling pathway	CCR1	GNAI1	activation
hsa04062	Chemokine signaling pathway	CCR1	GNAI2	activation
hsa04062	Chemokine signaling pathway	CCR1	GNAI3	activation
hsa04062	Chemokine signaling pathway	CCR3	JAK2	activation
hsa04062	Chemokine signaling pathway	CCR3	JAK3	activation
hsa04062	Chemokine signaling pathway	CCR3	GNAI1	activation
hsa04062	Chemokine signaling pathway	CCR3	GNAI2	activation
hsa04062	Chemokine signaling pathway	CCR3	GNAI3	activation
hsa04062	Chemokine signaling pathway	CCR4	JAK2	activation
hsa04062	Chemokine signaling pathway	CCR4	JAK3	activation
hsa04062	Chemokine signaling pathway	CCR4	GNAI1	activation
hsa04062	Chemokine signaling pathway	CCR4	GNAI2	activation
hsa04062	Chemokine signaling pathway	CCR4	GNAI3	activation
hsa04062	Chemokine signaling pathway	CCR5	JAK2	activation
hsa04062	Chemokine signaling pathway	CCR5	JAK3	activation
hsa04062	Chemokine signaling pathway	CCR5	GNAI1	activation
hsa04062	Chemokine signaling pathway	CCR5	GNAI2	activation
hsa04062	Chemokine signaling pathway	CCR5	GNAI3	activation
hsa04062	Chemokine signaling pathway	CCR6	JAK2	activation
hsa04062	Chemokine signaling pathway	CCR6	JAK3	activation
hsa04062	Chemokine signaling pathway	CCR6	GNAI1	activation
hsa04062	Chemokine signaling pathway	CCR6	GNAI2	activation
hsa04062	Chemokine signaling pathway	CCR6	GNAI3	activation
hsa04062	Chemokine signaling pathway	CCR7	JAK2	activation
hsa04062	Chemokine signaling pathway	CCR7	JAK3	activation
hsa04062	Chemokine signaling pathway	CCR7	GNAI1	activation
hsa04062	Chemokine signaling pathway	CCR7	GNAI2	activation
hsa04062	Chemokine signaling pathway	CCR7	GNAI3	activation
hsa04062	Chemokine signaling pathway	CCR8	JAK2	activation
hsa04062	Chemokine signaling pathway	CCR8	JAK3	activation
hsa04062	Chemokine signaling pathway	CCR8	GNAI1	activation
hsa04062	Chemokine signaling pathway	CCR8	GNAI2	activation
hsa04062	Chemokine signaling pathway	CCR8	GNAI3	activation
hsa04062	Chemokine signaling pathway	CX3CR1	JAK2	activation
hsa04062	Chemokine signaling pathway	CX3CR1	JAK3	activation
hsa04062	Chemokine signaling pathway	CX3CR1	GNAI1	activation
hsa04062	Chemokine signaling pathway	CX3CR1	GNAI2	activation
hsa04062	Chemokine signaling pathway	CX3CR1	GNAI3	activation
hsa04062	Chemokine signaling pathway	CCR10	JAK2	activation
hsa04062	Chemokine signaling pathway	CCR10	JAK3	activation
hsa04062	Chemokine signaling pathway	CCR10	GNAI1	activation
hsa04062	Chemokine signaling pathway	CCR10	GNAI2	activation
hsa04062	Chemokine signaling pathway	CCR10	GNAI3	activation
hsa04062	Chemokine signaling pathway	XCR1	JAK2	activation
hsa04062	Chemokine signaling pathway	XCR1	JAK3	activation
hsa04062	Chemokine signaling pathway	XCR1	GNAI1	activation
hsa04062	Chemokine signaling pathway	XCR1	GNAI2	activation
hsa04062	Chemokine signaling pathway	XCR1	GNAI3	activation
hsa04062	Chemokine signaling pathway	CXCR3	JAK2	activation
hsa04062	Chemokine signaling pathway	CXCR3	JAK3	activation
hsa04062	Chemokine signaling pathway	CXCR3	GNAI1	activation
hsa04062	Chemokine signaling pathway	CXCR3	GNAI2	activation
hsa04062	Chemokine signaling pathway	CXCR3	GNAI3	activation
hsa04062	Chemokine signaling pathway	CXCR1	JAK2	activation
hsa04062	Chemokine signaling pathway	CXCR1	JAK3	activation
hsa04062	Chemokine signaling pathway	CXCR1	GNAI1	activation
hsa04062	Chemokine signaling pathway	CXCR1	GNAI2	activation
hsa04062	Chemokine signaling pathway	CXCR1	GNAI3	activation
hsa04062	Chemokine signaling pathway	CXCR2	JAK2	activation
hsa04062	Chemokine signaling pathway	CXCR2	JAK3	activation
hsa04062	Chemokine signaling pathway	CXCR2	GNAI1	activation
hsa04062	Chemokine signaling pathway	CXCR2	GNAI2	activation
hsa04062	Chemokine signaling pathway	CXCR2	GNAI3	activation
hsa04062	Chemokine signaling pathway	CXCR5	JAK2	activation
hsa04062	Chemokine signaling pathway	CXCR5	JAK3	activation
hsa04062	Chemokine signaling pathway	CXCR5	GNAI1	activation
hsa04062	Chemokine signaling pathway	CXCR5	GNAI2	activation
hsa04062	Chemokine signaling pathway	CXCR5	GNAI3	activation
hsa04062	Chemokine signaling pathway	CCR2	JAK2	activation
hsa04062	Chemokine signaling pathway	CCR2	JAK3	activation
hsa04062	Chemokine signaling pathway	CCR2	GNAI1	activation
hsa04062	Chemokine signaling pathway	CCR2	GNAI2	activation
hsa04062	Chemokine signaling pathway	CCR2	GNAI3	activation
hsa04062	Chemokine signaling pathway	CXCR4	JAK2	activation
hsa04062	Chemokine signaling pathway	CXCR4	JAK3	activation
hsa04062	Chemokine signaling pathway	CXCR4	GNAI1	activation
hsa04062	Chemokine signaling pathway	CXCR4	GNAI2	activation
hsa04062	Chemokine signaling pathway	CXCR4	GNAI3	activation
hsa04062	Chemokine signaling pathway	CCL26	CXCR6	activation
hsa04062	Chemokine signaling pathway	CCL26	CCR9	activation
hsa04062	Chemokine signaling pathway	CCL26	CCR1	activation
hsa04062	Chemokine signaling pathway	CCL26	CCR3	activation
hsa04062	Chemokine signaling pathway	CCL26	CCR4	activation
hsa04062	Chemokine signaling pathway	CCL26	CCR5	activation
hsa04062	Chemokine signaling pathway	CCL26	CCR6	activation
hsa04062	Chemokine signaling pathway	CCL26	CCR7	activation
hsa04062	Chemokine signaling pathway	CCL26	CCR8	activation
hsa04062	Chemokine signaling pathway	CCL26	CX3CR1	activation
hsa04062	Chemokine signaling pathway	CCL26	CCR10	activation
hsa04062	Chemokine signaling pathway	CCL26	XCR1	activation
hsa04062	Chemokine signaling pathway	CCL26	CXCR3	activation
hsa04062	Chemokine signaling pathway	CCL26	CXCR1	activation
hsa04062	Chemokine signaling pathway	CCL26	CXCR2	activation
hsa04062	Chemokine signaling pathway	CCL26	CXCR5	activation
hsa04062	Chemokine signaling pathway	CCL26	CCR2	activation
hsa04062	Chemokine signaling pathway	CCL26	CXCR4	activation
hsa04062	Chemokine signaling pathway	CXCL13	CXCR6	activation
hsa04062	Chemokine signaling pathway	CXCL13	CCR9	activation
hsa04062	Chemokine signaling pathway	CXCL13	CCR1	activation
hsa04062	Chemokine signaling pathway	CXCL13	CCR3	activation
hsa04062	Chemokine signaling pathway	CXCL13	CCR4	activation
hsa04062	Chemokine signaling pathway	CXCL13	CCR5	activation
hsa04062	Chemokine signaling pathway	CXCL13	CCR6	activation
hsa04062	Chemokine signaling pathway	CXCL13	CCR7	activation
hsa04062	Chemokine signaling pathway	CXCL13	CCR8	activation
hsa04062	Chemokine signaling pathway	CXCL13	CX3CR1	activation
hsa04062	Chemokine signaling pathway	CXCL13	CCR10	activation
hsa04062	Chemokine signaling pathway	CXCL13	XCR1	activation
hsa04062	Chemokine signaling pathway	CXCL13	CXCR3	activation
hsa04062	Chemokine signaling pathway	CXCL13	CXCR1	activation
hsa04062	Chemokine signaling pathway	CXCL13	CXCR2	activation
hsa04062	Chemokine signaling pathway	CXCL13	CXCR5	activation
hsa04062	Chemokine signaling pathway	CXCL13	CCR2	activation
hsa04062	Chemokine signaling pathway	CXCL13	CXCR4	activation
hsa04062	Chemokine signaling pathway	CCL27	CXCR6	activation
hsa04062	Chemokine signaling pathway	CCL27	CCR9	activation
hsa04062	Chemokine signaling pathway	CCL27	CCR1	activation
hsa04062	Chemokine signaling pathway	CCL27	CCR3	activation
hsa04062	Chemokine signaling pathway	CCL27	CCR4	activation
hsa04062	Chemokine signaling pathway	CCL27	CCR5	activation
hsa04062	Chemokine signaling pathway	CCL27	CCR6	activation
hsa04062	Chemokine signaling pathway	CCL27	CCR7	activation
hsa04062	Chemokine signaling pathway	CCL27	CCR8	activation
hsa04062	Chemokine signaling pathway	CCL27	CX3CR1	activation
hsa04062	Chemokine signaling pathway	CCL27	CCR10	activation
