pathway.id	pathway.name	source	dest	subtype
hsa04062	Chemokine signaling pathway	CCL27	XCR1	activation
hsa04062	Chemokine signaling pathway	CCL27	CXCR3	activation
hsa04062	Chemokine signaling pathway	CCL27	CXCR1	activation
hsa04062	Chemokine signaling pathway	CCL27	CXCR2	activation
hsa04062	Chemokine signaling pathway	CCL27	CXCR5	activation
hsa04062	Chemokine signaling pathway	CCL27	CCR2	activation
hsa04062	Chemokine signaling pathway	CCL27	CXCR4	activation
hsa04062	Chemokine signaling pathway	CXCL1	CXCR6	activation
hsa04062	Chemokine signaling pathway	CXCL1	CCR9	activation
hsa04062	Chemokine signaling pathway	CXCL1	CCR1	activation
hsa04062	Chemokine signaling pathway	CXCL1	CCR3	activation
hsa04062	Chemokine signaling pathway	CXCL1	CCR4	activation
hsa04062	Chemokine signaling pathway	CXCL1	CCR5	activation
hsa04062	Chemokine signaling pathway	CXCL1	CCR6	activation
hsa04062	Chemokine signaling pathway	CXCL1	CCR7	activation
hsa04062	Chemokine signaling pathway	CXCL1	CCR8	activation
hsa04062	Chemokine signaling pathway	CXCL1	CX3CR1	activation
hsa04062	Chemokine signaling pathway	CXCL1	CCR10	activation
hsa04062	Chemokine signaling pathway	CXCL1	XCR1	activation
hsa04062	Chemokine signaling pathway	CXCL1	CXCR3	activation
hsa04062	Chemokine signaling pathway	CXCL1	CXCR1	activation
hsa04062	Chemokine signaling pathway	CXCL1	CXCR2	activation
hsa04062	Chemokine signaling pathway	CXCL1	CXCR5	activation
hsa04062	Chemokine signaling pathway	CXCL1	CCR2	activation
hsa04062	Chemokine signaling pathway	CXCL1	CXCR4	activation
hsa04062	Chemokine signaling pathway	CXCL2	CXCR6	activation
hsa04062	Chemokine signaling pathway	CXCL2	CCR9	activation
hsa04062	Chemokine signaling pathway	CXCL2	CCR1	activation
hsa04062	Chemokine signaling pathway	CXCL2	CCR3	activation
hsa04062	Chemokine signaling pathway	CXCL2	CCR4	activation
hsa04062	Chemokine signaling pathway	CXCL2	CCR5	activation
hsa04062	Chemokine signaling pathway	CXCL2	CCR6	activation
hsa04062	Chemokine signaling pathway	CXCL2	CCR7	activation
hsa04062	Chemokine signaling pathway	CXCL2	CCR8	activation
hsa04062	Chemokine signaling pathway	CXCL2	CX3CR1	activation
hsa04062	Chemokine signaling pathway	CXCL2	CCR10	activation
hsa04062	Chemokine signaling pathway	CXCL2	XCR1	activation
hsa04062	Chemokine signaling pathway	CXCL2	CXCR3	activation
hsa04062	Chemokine signaling pathway	CXCL2	CXCR1	activation
hsa04062	Chemokine signaling pathway	CXCL2	CXCR2	activation
hsa04062	Chemokine signaling pathway	CXCL2	CXCR5	activation
hsa04062	Chemokine signaling pathway	CXCL2	CCR2	activation
hsa04062	Chemokine signaling pathway	CXCL2	CXCR4	activation
hsa04062	Chemokine signaling pathway	CXCL3	CXCR6	activation
hsa04062	Chemokine signaling pathway	CXCL3	CCR9	activation
hsa04062	Chemokine signaling pathway	CXCL3	CCR1	activation
hsa04062	Chemokine signaling pathway	CXCL3	CCR3	activation
hsa04062	Chemokine signaling pathway	CXCL3	CCR4	activation
hsa04062	Chemokine signaling pathway	CXCL3	CCR5	activation
hsa04062	Chemokine signaling pathway	CXCL3	CCR6	activation
hsa04062	Chemokine signaling pathway	CXCL3	CCR7	activation
hsa04062	Chemokine signaling pathway	CXCL3	CCR8	activation
hsa04062	Chemokine signaling pathway	CXCL3	CX3CR1	activation
hsa04062	Chemokine signaling pathway	CXCL3	CCR10	activation
hsa04062	Chemokine signaling pathway	CXCL3	XCR1	activation
hsa04062	Chemokine signaling pathway	CXCL3	CXCR3	activation
hsa04062	Chemokine signaling pathway	CXCL3	CXCR1	activation
hsa04062	Chemokine signaling pathway	CXCL3	CXCR2	activation
hsa04062	Chemokine signaling pathway	CXCL3	CXCR5	activation
hsa04062	Chemokine signaling pathway	CXCL3	CCR2	activation
hsa04062	Chemokine signaling pathway	CXCL3	CXCR4	activation
hsa04062	Chemokine signaling pathway	CXCL8	CXCR6	activation
hsa04062	Chemokine signaling pathway	CXCL8	CCR9	activation
hsa04062	Chemokine signaling pathway	CXCL8	CCR1	activation
hsa04062	Chemokine signaling pathway	CXCL8	CCR3	activation
hsa04062	Chemokine signaling pathway	CXCL8	CCR4	activation
hsa04062	Chemokine signaling pathway	CXCL8	CCR5	activation
hsa04062	Chemokine signaling pathway	CXCL8	CCR6	activation
hsa04062	Chemokine signaling pathway	CXCL8	CCR7	activation
hsa04062	Chemokine signaling pathway	CXCL8	CCR8	activation
hsa04062	Chemokine signaling pathway	CXCL8	CX3CR1	activation
hsa04062	Chemokine signaling pathway	CXCL8	CCR10	activation
hsa04062	Chemokine signaling pathway	CXCL8	XCR1	activation
hsa04062	Chemokine signaling pathway	CXCL8	CXCR3	activation
hsa04062	Chemokine signaling pathway	CXCL8	CXCR1	activation
hsa04062	Chemokine signaling pathway	CXCL8	CXCR2	activation
hsa04062	Chemokine signaling pathway	CXCL8	CXCR5	activation
hsa04062	Chemokine signaling pathway	CXCL8	CCR2	activation
hsa04062	Chemokine signaling pathway	CXCL8	CXCR4	activation
hsa04062	Chemokine signaling pathway	CXCL10	CXCR6	activation
hsa04062	Chemokine signaling pathway	CXCL10	CCR9	activation
hsa04062	Chemokine signaling pathway	CXCL10	CCR1	activation
hsa04062	Chemokine signaling pathway	CXCL10	CCR3	activation
hsa04062	Chemokine signaling pathway	CXCL10	CCR4	activation
hsa04062	Chemokine signaling pathway	CXCL10	CCR5	activation
hsa04062	Chemokine signaling pathway	CXCL10	CCR6	activation
hsa04062	Chemokine signaling pathway	CXCL10	CCR7	activation
hsa04062	Chemokine signaling pathway	CXCL10	CCR8	activation
hsa04062	Chemokine signaling pathway	CXCL10	CX3CR1	activation
hsa04062	Chemokine signaling pathway	CXCL10	CCR10	activation
hsa04062	Chemokine signaling pathway	CXCL10	XCR1	activation
hsa04062	Chemokine signaling pathway	CXCL10	CXCR3	activation
hsa04062	Chemokine signaling pathway	CXCL10	CXCR1	activation
hsa04062	Chemokine signaling pathway	CXCL10	CXCR2	activation
hsa04062	Chemokine signaling pathway	CXCL10	CXCR5	activation
hsa04062	Chemokine signaling pathway	CXCL10	CCR2	activation
hsa04062	Chemokine signaling pathway	CXCL10	CXCR4	activation
hsa04062	Chemokine signaling pathway	CCL4L1	CXCR6	activation
hsa04062	Chemokine signaling pathway	CCL4L1	CCR9	activation
hsa04062	Chemokine signaling pathway	CCL4L1	CCR1	activation
hsa04062	Chemokine signaling pathway	CCL4L1	CCR3	activation
hsa04062	Chemokine signaling pathway	CCL4L1	CCR4	activation
hsa04062	Chemokine signaling pathway	CCL4L1	CCR5	activation
hsa04062	Chemokine signaling pathway	CCL4L1	CCR6	activation
hsa04062	Chemokine signaling pathway	CCL4L1	CCR7	activation
hsa04062	Chemokine signaling pathway	CCL4L1	CCR8	activation
hsa04062	Chemokine signaling pathway	CCL4L1	CX3CR1	activation
hsa04062	Chemokine signaling pathway	CCL4L1	CCR10	activation
hsa04062	Chemokine signaling pathway	CCL4L1	XCR1	activation
hsa04062	Chemokine signaling pathway	CCL4L1	CXCR3	activation
hsa04062	Chemokine signaling pathway	CCL4L1	CXCR1	activation
hsa04062	Chemokine signaling pathway	CCL4L1	CXCR2	activation
hsa04062	Chemokine signaling pathway	CCL4L1	CXCR5	activation
hsa04062	Chemokine signaling pathway	CCL4L1	CCR2	activation
hsa04062	Chemokine signaling pathway	CCL4L1	CXCR4	activation
hsa04062	Chemokine signaling pathway	CCL3L3	CXCR6	activation
hsa04062	Chemokine signaling pathway	CCL3L3	CCR9	activation
hsa04062	Chemokine signaling pathway	CCL3L3	CCR1	activation
hsa04062	Chemokine signaling pathway	CCL3L3	CCR3	activation
hsa04062	Chemokine signaling pathway	CCL3L3	CCR4	activation
hsa04062	Chemokine signaling pathway	CCL3L3	CCR5	activation
hsa04062	Chemokine signaling pathway	CCL3L3	CCR6	activation
hsa04062	Chemokine signaling pathway	CCL3L3	CCR7	activation
hsa04062	Chemokine signaling pathway	CCL3L3	CCR8	activation
hsa04062	Chemokine signaling pathway	CCL3L3	CX3CR1	activation
hsa04062	Chemokine signaling pathway	CCL3L3	CCR10	activation
hsa04062	Chemokine signaling pathway	CCL3L3	XCR1	activation
hsa04062	Chemokine signaling pathway	CCL3L3	CXCR3	activation
hsa04062	Chemokine signaling pathway	CCL3L3	CXCR1	activation
hsa04062	Chemokine signaling pathway	CCL3L3	CXCR2	activation
hsa04062	Chemokine signaling pathway	CCL3L3	CXCR5	activation
hsa04062	Chemokine signaling pathway	CCL3L3	CCR2	activation
hsa04062	Chemokine signaling pathway	CCL3L3	CXCR4	activation
hsa04062	Chemokine signaling pathway	CXCL9	CXCR6	activation
hsa04062	Chemokine signaling pathway	CXCL9	CCR9	activation
hsa04062	Chemokine signaling pathway	CXCL9	CCR1	activation
hsa04062	Chemokine signaling pathway	CXCL9	CCR3	activation
hsa04062	Chemokine signaling pathway	CXCL9	CCR4	activation
hsa04062	Chemokine signaling pathway	CXCL9	CCR5	activation
hsa04062	Chemokine signaling pathway	CXCL9	CCR6	activation
hsa04062	Chemokine signaling pathway	CXCL9	CCR7	activation
hsa04062	Chemokine signaling pathway	CXCL9	CCR8	activation
hsa04062	Chemokine signaling pathway	CXCL9	CX3CR1	activation
hsa04062	Chemokine signaling pathway	CXCL9	CCR10	activation
hsa04062	Chemokine signaling pathway	CXCL9	XCR1	activation
hsa04062	Chemokine signaling pathway	CXCL9	CXCR3	activation
hsa04062	Chemokine signaling pathway	CXCL9	CXCR1	activation
hsa04062	Chemokine signaling pathway	CXCL9	CXCR2	activation
hsa04062	Chemokine signaling pathway	CXCL9	CXCR5	activation
hsa04062	Chemokine signaling pathway	CXCL9	CCR2	activation
hsa04062	Chemokine signaling pathway	CXCL9	CXCR4	activation
hsa04062	Chemokine signaling pathway	PF4	CXCR6	activation
hsa04062	Chemokine signaling pathway	PF4	CCR9	activation
hsa04062	Chemokine signaling pathway	PF4	CCR1	activation
hsa04062	Chemokine signaling pathway	PF4	CCR3	activation
hsa04062	Chemokine signaling pathway	PF4	CCR4	activation
hsa04062	Chemokine signaling pathway	PF4	CCR5	activation
hsa04062	Chemokine signaling pathway	PF4	CCR6	activation
hsa04062	Chemokine signaling pathway	PF4	CCR7	activation
hsa04062	Chemokine signaling pathway	PF4	CCR8	activation
hsa04062	Chemokine signaling pathway	PF4	CX3CR1	activation
hsa04062	Chemokine signaling pathway	PF4	CCR10	activation
hsa04062	Chemokine signaling pathway	PF4	XCR1	activation
hsa04062	Chemokine signaling pathway	PF4	CXCR3	activation
hsa04062	Chemokine signaling pathway	PF4	CXCR1	activation
hsa04062	Chemokine signaling pathway	PF4	CXCR2	activation
hsa04062	Chemokine signaling pathway	PF4	CXCR5	activation
hsa04062	Chemokine signaling pathway	PF4	CCR2	activation
hsa04062	Chemokine signaling pathway	PF4	CXCR4	activation
hsa04062	Chemokine signaling pathway	PF4V1	CXCR6	activation
hsa04062	Chemokine signaling pathway	PF4V1	CCR9	activation
hsa04062	Chemokine signaling pathway	PF4V1	CCR1	activation
hsa04062	Chemokine signaling pathway	PF4V1	CCR3	activation
hsa04062	Chemokine signaling pathway	PF4V1	CCR4	activation
hsa04062	Chemokine signaling pathway	PF4V1	CCR5	activation
hsa04062	Chemokine signaling pathway	PF4V1	CCR6	activation
hsa04062	Chemokine signaling pathway	PF4V1	CCR7	activation
hsa04062	Chemokine signaling pathway	PF4V1	CCR8	activation
hsa04062	Chemokine signaling pathway	PF4V1	CX3CR1	activation
hsa04062	Chemokine signaling pathway	PF4V1	CCR10	activation
hsa04062	Chemokine signaling pathway	PF4V1	XCR1	activation
hsa04062	Chemokine signaling pathway	PF4V1	CXCR3	activation
hsa04062	Chemokine signaling pathway	PF4V1	CXCR1	activation
hsa04062	Chemokine signaling pathway	PF4V1	CXCR2	activation
hsa04062	Chemokine signaling pathway	PF4V1	CXCR5	activation
hsa04062	Chemokine signaling pathway	PF4V1	CCR2	activation
hsa04062	Chemokine signaling pathway	PF4V1	CXCR4	activation
hsa04062	Chemokine signaling pathway	PPBP	CXCR6	activation
hsa04062	Chemokine signaling pathway	PPBP	CCR9	activation
hsa04062	Chemokine signaling pathway	PPBP	CCR1	activation
hsa04062	Chemokine signaling pathway	PPBP	CCR3	activation
hsa04062	Chemokine signaling pathway	PPBP	CCR4	activation
hsa04062	Chemokine signaling pathway	PPBP	CCR5	activation
hsa04062	Chemokine signaling pathway	PPBP	CCR6	activation
hsa04062	Chemokine signaling pathway	PPBP	CCR7	activation
hsa04062	Chemokine signaling pathway	PPBP	CCR8	activation
hsa04062	Chemokine signaling pathway	PPBP	CX3CR1	activation
hsa04062	Chemokine signaling pathway	PPBP	CCR10	activation
hsa04062	Chemokine signaling pathway	PPBP	XCR1	activation
hsa04062	Chemokine signaling pathway	PPBP	CXCR3	activation
hsa04062	Chemokine signaling pathway	PPBP	CXCR1	activation
hsa04062	Chemokine signaling pathway	PPBP	CXCR2	activation
hsa04062	Chemokine signaling pathway	PPBP	CXCR5	activation
hsa04062	Chemokine signaling pathway	PPBP	CCR2	activation
hsa04062	Chemokine signaling pathway	PPBP	CXCR4	activation
hsa04062	Chemokine signaling pathway	CCL28	CXCR6	activation
hsa04062	Chemokine signaling pathway	CCL28	CCR9	activation
hsa04062	Chemokine signaling pathway	CCL28	CCR1	activation
hsa04062	Chemokine signaling pathway	CCL28	CCR3	activation
hsa04062	Chemokine signaling pathway	CCL28	CCR4	activation
hsa04062	Chemokine signaling pathway	CCL28	CCR5	activation
hsa04062	Chemokine signaling pathway	CCL28	CCR6	activation
hsa04062	Chemokine signaling pathway	CCL28	CCR7	activation
hsa04062	Chemokine signaling pathway	CCL28	CCR8	activation
hsa04062	Chemokine signaling pathway	CCL28	CX3CR1	activation
hsa04062	Chemokine signaling pathway	CCL28	CCR10	activation
hsa04062	Chemokine signaling pathway	CCL28	XCR1	activation
hsa04062	Chemokine signaling pathway	CCL28	CXCR3	activation
hsa04062	Chemokine signaling pathway	CCL28	CXCR1	activation
hsa04062	Chemokine signaling pathway	CCL28	CXCR2	activation
hsa04062	Chemokine signaling pathway	CCL28	CXCR5	activation
hsa04062	Chemokine signaling pathway	CCL28	CCR2	activation
hsa04062	Chemokine signaling pathway	CCL28	CXCR4	activation
hsa04062	Chemokine signaling pathway	CXCL16	CXCR6	activation
hsa04062	Chemokine signaling pathway	CXCL16	CCR9	activation
hsa04062	Chemokine signaling pathway	CXCL16	CCR1	activation
hsa04062	Chemokine signaling pathway	CXCL16	CCR3	activation
hsa04062	Chemokine signaling pathway	CXCL16	CCR4	activation
hsa04062	Chemokine signaling pathway	CXCL16	CCR5	activation
hsa04062	Chemokine signaling pathway	CXCL16	CCR6	activation
hsa04062	Chemokine signaling pathway	CXCL16	CCR7	activation
hsa04062	Chemokine signaling pathway	CXCL16	CCR8	activation
hsa04062	Chemokine signaling pathway	CXCL16	CX3CR1	activation
hsa04062	Chemokine signaling pathway	CXCL16	CCR10	activation
hsa04062	Chemokine signaling pathway	CXCL16	XCR1	activation
hsa04062	Chemokine signaling pathway	CXCL16	CXCR3	activation
hsa04062	Chemokine signaling pathway	CXCL16	CXCR1	activation
hsa04062	Chemokine signaling pathway	CXCL16	CXCR2	activation
hsa04062	Chemokine signaling pathway	CXCL16	CXCR5	activation
hsa04062	Chemokine signaling pathway	CXCL16	CCR2	activation
hsa04062	Chemokine signaling pathway	CXCL16	CXCR4	activation
hsa04062	Chemokine signaling pathway	CCL1	CXCR6	activation
hsa04062	Chemokine signaling pathway	CCL1	CCR9	activation
hsa04062	Chemokine signaling pathway	CCL1	CCR1	activation
hsa04062	Chemokine signaling pathway	CCL1	CCR3	activation
hsa04062	Chemokine signaling pathway	CCL1	CCR4	activation
hsa04062	Chemokine signaling pathway	CCL1	CCR5	activation
hsa04062	Chemokine signaling pathway	CCL1	CCR6	activation
hsa04062	Chemokine signaling pathway	CCL1	CCR7	activation
hsa04062	Chemokine signaling pathway	CCL1	CCR8	activation
hsa04062	Chemokine signaling pathway	CCL1	CX3CR1	activation
hsa04062	Chemokine signaling pathway	CCL1	CCR10	activation
hsa04062	Chemokine signaling pathway	CCL1	XCR1	activation
hsa04062	Chemokine signaling pathway	CCL1	CXCR3	activation
hsa04062	Chemokine signaling pathway	CCL1	CXCR1	activation
hsa04062	Chemokine signaling pathway	CCL1	CXCR2	activation
hsa04062	Chemokine signaling pathway	CCL1	CXCR5	activation
hsa04062	Chemokine signaling pathway	CCL1	CCR2	activation
hsa04062	Chemokine signaling pathway	CCL1	CXCR4	activation
hsa04062	Chemokine signaling pathway	CCL2	CXCR6	activation
hsa04062	Chemokine signaling pathway	CCL2	CCR9	activation
hsa04062	Chemokine signaling pathway	CCL2	CCR1	activation
hsa04062	Chemokine signaling pathway	CCL2	CCR3	activation
hsa04062	Chemokine signaling pathway	CCL2	CCR4	activation
hsa04062	Chemokine signaling pathway	CCL2	CCR5	activation
hsa04062	Chemokine signaling pathway	CCL2	CCR6	activation
hsa04062	Chemokine signaling pathway	CCL2	CCR7	activation
hsa04062	Chemokine signaling pathway	CCL2	CCR8	activation
hsa04062	Chemokine signaling pathway	CCL2	CX3CR1	activation
hsa04062	Chemokine signaling pathway	CCL2	CCR10	activation
hsa04062	Chemokine signaling pathway	CCL2	XCR1	activation
hsa04062	Chemokine signaling pathway	CCL2	CXCR3	activation
hsa04062	Chemokine signaling pathway	CCL2	CXCR1	activation
hsa04062	Chemokine signaling pathway	CCL2	CXCR2	activation
hsa04062	Chemokine signaling pathway	CCL2	CXCR5	activation
hsa04062	Chemokine signaling pathway	CCL2	CCR2	activation
hsa04062	Chemokine signaling pathway	CCL2	CXCR4	activation
hsa04062	Chemokine signaling pathway	CCL3	CXCR6	activation
hsa04062	Chemokine signaling pathway	CCL3	CCR9	activation
hsa04062	Chemokine signaling pathway	CCL3	CCR1	activation
hsa04062	Chemokine signaling pathway	CCL3	CCR3	activation
hsa04062	Chemokine signaling pathway	CCL3	CCR4	activation
hsa04062	Chemokine signaling pathway	CCL3	CCR5	activation
hsa04062	Chemokine signaling pathway	CCL3	CCR6	activation
hsa04062	Chemokine signaling pathway	CCL3	CCR7	activation
hsa04062	Chemokine signaling pathway	CCL3	CCR8	activation
hsa04062	Chemokine signaling pathway	CCL3	CX3CR1	activation
hsa04062	Chemokine signaling pathway	CCL3	CCR10	activation
hsa04062	Chemokine signaling pathway	CCL3	XCR1	activation
hsa04062	Chemokine signaling pathway	CCL3	CXCR3	activation
hsa04062	Chemokine signaling pathway	CCL3	CXCR1	activation
